symbol,time,assets,owner,shares,underlying,caller,tx,chain,contract,block
fcrv3crypto,1648458405,0.02024155216,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0.02024155216,0x8e0B8c8BB9db49a46697F3a5Bb8A308e744821D2,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0xfad583a6db18759d60f14d203b2915ef9601a57cf63eebe361d55462d2f9ba97,arbitrum,0xcF1F62c17fcd5027d6810D76697F228FE44074FD,8750697
fcrv3crypto,1648458191,0.02024155216,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0.02024155216,0x8e0B8c8BB9db49a46697F3a5Bb8A308e744821D2,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0x47f96666f992c11029e5caab558c8273c661124b88b820e68666c2b8701a7646,arbitrum,0xcF1F62c17fcd5027d6810D76697F228FE44074FD,8750557
fbtcCRV,1648624107,0.0007167190608,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0.0007167190608,0x3E01dD8a5E1fb3481F0F589056b428Fc308AF0Fb,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0x4c991000624dfd2558947c66f8427f895ba2aa8b909e7f0c51bff8675165fb6f,arbitrum,0xBB9864A9bb3341818F061Cce305aa82b0cF5B3A3,8885648
fS*USDT,1648767867,34.324506,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,34.324506,0xB6CfcF89a7B22988bfC96632aC2A9D6daB60d641,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0x8fd5b7af221c33d6acb0ed35057c75d4d27e34918c5a2360361f6b8d7dfd9274,arbitrum,0x6d8ed5dace7C74e2d83AE09bB29d548c964EEBc5,9000124
fS*USDC,1648767773,33.323552,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,33.323552,0x892785f33CdeE22A30AEF750F285E18c18040c3e,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0x2b567c87b26e794421a9a44d6c2dcac5341b08233da9339a98c7bd535c73c0ed,arbitrum,0xfC2640ca71B1724B89dc2714E661B0089f8c0EED,9000088
fcrv3crypto,1649281096,0.02033519965,0x8369E7900fF2359BB36eF1c40A60E5F76373A6ED,0.02033519965,0x8e0B8c8BB9db49a46697F3a5Bb8A308e744821D2,0x8369E7900fF2359BB36eF1c40A60E5F76373A6ED,0xab667812fdfdd87fa444e88c3dba842bb608522e481bb9490d6097ea70428bf2,arbitrum,0xcF1F62c17fcd5027d6810D76697F228FE44074FD,9417545
fcrv3crypto,1653014520,0.1844745737,0x7e97041D8A8A2A13Ef6EE362003F5B52E49D0e83,0.1841559573,0x8e0B8c8BB9db49a46697F3a5Bb8A308e744821D2,0x7e97041D8A8A2A13Ef6EE362003F5B52E49D0e83,0x18fe291860cba29d42dd3f06c23b2daac0498884d35a74cc1986a92197040090,arbitrum,0xcF1F62c17fcd5027d6810D76697F228FE44074FD,12524672
fcrvEURSUSD,1652977147,676.9463007,0x2D42d6bB3d18A7be35D76b599aee9D3358b22B3E,676.9463007,0x3dFe1324A0ee9d86337d06aEB829dEb4528DB9CA,0x2D42d6bB3d18A7be35D76b599aee9D3358b22B3E,0x14c11faebd9054006420d2a3d8e397331b01609e981ef76570f124a3c9a6a36b,arbitrum,0x09C29F5e64636487dD1DD851B994fa0AdE73A1bd,12497508
f2CRV,1648624107,33.81698291,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,33.81698291,0x7f90122BF0700F9E7e1F688fe926940E8839F353,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0x77c2a8559c701b7bf82cf5d8f62651bedf6fb4219da91ed22ad62b85fe3e359a,arbitrum,0x7FEBd439C00339C377031001048B556C085f100E,8885609
f2CRV,1649280904,32.14172338,0x8369E7900fF2359BB36eF1c40A60E5F76373A6ED,32.14172338,0x7f90122BF0700F9E7e1F688fe926940E8839F353,0x8369E7900fF2359BB36eF1c40A60E5F76373A6ED,0xf54595fd839072da98acd84689c0957a519feaa4580d6ae2d051e03bd0931c8b,arbitrum,0x7FEBd439C00339C377031001048B556C085f100E,9417434
LETH,1653690595,0.01,0x2f0487f734d0141306413AE0CA6DF800aB33BF1C,0.01,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x2f0487f734d0141306413AE0CA6DF800aB33BF1C,0xf6d8181ddcf23db6ef25f2f6ed94501c8d2cb73fde800afe74f974c9b8a4f431,arbitrum,0x5164453Aa159d3B5E683d2E8C32aAFBFA44BF273,13092063
f2CRV,1653723067,116.6264322,0x7115Da842f9Db0430D76Fa522018210f34B7f402,116.5132303,0x7f90122BF0700F9E7e1F688fe926940E8839F353,0x7115Da842f9Db0430D76Fa522018210f34B7f402,0xd34f6b4ab5d79b4bfca365cecfddcdf96c45fd516e4c628ee5a75c1ff01a495a,arbitrum,0x7FEBd439C00339C377031001048B556C085f100E,13113955
LETH,1653932578,0.1,0x900C59208f2816Ec6d6143894618F8afa1A8ED9d,0.1,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x900C59208f2816Ec6d6143894618F8afa1A8ED9d,0xd9e7ac1575a19e553feb656c59b19329a9a40c596955cc1cd019050bba6c24f5,arbitrum,0x5164453Aa159d3B5E683d2E8C32aAFBFA44BF273,13288630
LDAI,1653946908,10,0x884ba7391637BfCE1D0B8C3aF6723477f6541e0e,9.999999707,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x884ba7391637BfCE1D0B8C3aF6723477f6541e0e,0x2b88c94cf099cea6b325c7430ba60fb180332f9e1d1ce903ed9f0be70fd6411a,arbitrum,0x487CdC7D21ac8765EFf6c0e681AEA36AE1594471,13300400
LETH,1653931349,0.2,0x72C6D2a7a10921Ec3e101472C46d69005d5bc804,0.2,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x72C6D2a7a10921Ec3e101472C46d69005d5bc804,0xc9aa58e62aac07886cf18d2f0c6cc6f8c1cd24f39db1f814ee475eb796c3108a,arbitrum,0x5164453Aa159d3B5E683d2E8C32aAFBFA44BF273,13287754
fSLP,1654237587,0.0007369124171,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0.0007369124171,0xaa5bD49f2162ffdC15634c87A77AC67bD51C6a6D,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0x157ee9e71b18261d25423d022714749b394cc3fdd03de60751620b507aff59ca,arbitrum,0x49C0658d101b637E23f96b4334aECB193eD3E3d2,13585920
LDAI,1654036157,70,0x72C6D2a7a10921Ec3e101472C46d69005d5bc804,69.66982603,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x72C6D2a7a10921Ec3e101472C46d69005d5bc804,0xd973d7be3c34ef719b82e9e02bee7a565dbe883260d18d07ad85b416ac7edb0c,arbitrum,0x487CdC7D21ac8765EFf6c0e681AEA36AE1594471,13379436
LETH,1653691163,0.01,0x2f0487f734d0141306413AE0CA6DF800aB33BF1C,0.01,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x2f0487f734d0141306413AE0CA6DF800aB33BF1C,0x82658142d2359aaa1e1106123b93cc70e063598f1416dd0b1fd0434f306afb78,arbitrum,0x5164453Aa159d3B5E683d2E8C32aAFBFA44BF273,13092340
LETH,1653932862,0.02,0x900C59208f2816Ec6d6143894618F8afa1A8ED9d,0.02,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x900C59208f2816Ec6d6143894618F8afa1A8ED9d,0x6c99f049f366d58c2b0a4280d9f5a6e6c236726db5e0dd9e3ec33011e7ab2888,arbitrum,0x5164453Aa159d3B5E683d2E8C32aAFBFA44BF273,13288863
fcrv3crypto,1653467179,0.03630501083,0x92326340acF0A75CF520A2DD1Df8516caD98e7c2,0.03624230642,0x8e0B8c8BB9db49a46697F3a5Bb8A308e744821D2,0x92326340acF0A75CF520A2DD1Df8516caD98e7c2,0xeedc489a5ba6577c6c43b9552f02c16e7bb0c972ba90e003a6d56fa398545a3f,arbitrum,0xcF1F62c17fcd5027d6810D76697F228FE44074FD,12914081
f2CRV,1654915404,19.82438548,0x38430336153468dcf36Af5cea7D6bc472425633A,19.80514319,0x7f90122BF0700F9E7e1F688fe926940E8839F353,0x38430336153468dcf36Af5cea7D6bc472425633A,0xcea898366f6e04dfeef71517aa5565c279a5ed57a3e3c5d545ce46ce0234727a,arbitrum,0x7FEBd439C00339C377031001048B556C085f100E,14271761
LDAI,1654535502,5,0x900C59208f2816Ec6d6143894618F8afa1A8ED9d,4.94832562,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x900C59208f2816Ec6d6143894618F8afa1A8ED9d,0xcf741236678e86168e41c1e6e6ec6735a5d6883cfe9daa2fe4c84bf30bdcf9e4,arbitrum,0x487CdC7D21ac8765EFf6c0e681AEA36AE1594471,13894729
fSLP,1654237320,0.0383674199,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0.0383674199,0x692a0B300366D1042679397e40f3d2cb4b8F7D30,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0xf5db75d27d6a81450a89795ec960dabeed00d7b4d739f7b96e52ffefeb6d1ac0,arbitrum,0xc6f4A360732a53Cec7b7f2eF82F9DB34dF3593A7,13585699
fS*USDC,1654721023,39.943716,0x9e08ACB540F5d1e0d2E1816E938c8593fd1060Ee,39.862254,0x892785f33CdeE22A30AEF750F285E18c18040c3e,0x9e08ACB540F5d1e0d2E1816E938c8593fd1060Ee,0x61369aacd90a88936ed237c6563fa14ffe3a6e0d5fdeea85a4b512f18468e875,arbitrum,0xfC2640ca71B1724B89dc2714E661B0089f8c0EED,14099087
fSLP,1654546425,1.86998142,0x92326340acF0A75CF520A2DD1Df8516caD98e7c2,1.869916507,0xB7E50106A5bd3Cf21AF210A755F9C8740890A8c9,0x92326340acF0A75CF520A2DD1Df8516caD98e7c2,0x464986b86777d26445e823a55679ab0d8f64c7147971878ffb6154df64cc6434,arbitrum,0x358cDb55B3bc792d51190Cf4D3B6C8ABa450f863,13906299
fcrv3crypto,1652980282,0.07505618304,0xcF10A8E7c907144cc87721aC1fD7Ac75a8aebeC7,0.07504002468,0x8e0B8c8BB9db49a46697F3a5Bb8A308e744821D2,0xcF10A8E7c907144cc87721aC1fD7Ac75a8aebeC7,0xcdd5d1632b064cc750d43ce7d057cc4555d25c8fe4d7a99fa09fd0e5d7f7f5dd,arbitrum,0xcF1F62c17fcd5027d6810D76697F228FE44074FD,12500272
fSLP,1654237829,0.040431276,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0.040431276,0xb6DD51D5425861C808Fd60827Ab6CFBfFE604959,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0x02d587a421b28a62a694607ba24696cd930b56cb5dba2feb9ccf5e7b02c02b08,arbitrum,0x53130D60c57D392afAf724239D53Cab9e313c9b7,13586177
fSLP,1654929170,0.6002328816,0x80cFfdCA4d7E05Eb25e703A183E98C7a4094EeC0,0.5994792644,0xB7E50106A5bd3Cf21AF210A755F9C8740890A8c9,0x80cFfdCA4d7E05Eb25e703A183E98C7a4094EeC0,0x57fa5a34b963f5f87d86288fcebddc46bb3908726afcc368fff2277561b52313,arbitrum,0x358cDb55B3bc792d51190Cf4D3B6C8ABa450f863,14283128
fSLP,1655070536,1.30742891,0x10c783af7955Fe2861c3917A74A70B275f06825B,1.307312052,0x692a0B300366D1042679397e40f3d2cb4b8F7D30,0x10c783af7955Fe2861c3917A74A70B275f06825B,0x19bb746b3437157513b1aecbdb8453ab16fbefa0f841baf869375172fb377a4f,arbitrum,0xc6f4A360732a53Cec7b7f2eF82F9DB34dF3593A7,14438905
f2CRV,1653270137,68.94229134,0xDD88ae77bc33A9697481B4d1C3f9D0449E3E2a6e,68.93261957,0x7f90122BF0700F9E7e1F688fe926940E8839F353,0xDD88ae77bc33A9697481B4d1C3f9D0449E3E2a6e,0x9701de54d6d64bb033449c5201c673273d3bb382141df7a203abf7b515784fc4,arbitrum,0x7FEBd439C00339C377031001048B556C085f100E,12744072
umGLP,1654588450,9.8e-11,0x72273a8317F789Ee944FBaA692Cc562077261ED3,9.8e-11,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0x72273a8317F789Ee944FBaA692Cc562077261ED3,0x3dcf05410cfff8ffb0d4e44da4f987fcba31b7772b93a9299457f4614e3fbdb3,arbitrum,0xB590e96c5092F8Dbf6beDbA2C27217a50fF018c3,13949223
fcrv3crypto,1655194419,0.01269231658,0xa0887A574D2A1eb5438199F85640242ff8A97BbE,0.01267039497,0x8e0B8c8BB9db49a46697F3a5Bb8A308e744821D2,0xa0887A574D2A1eb5438199F85640242ff8A97BbE,0x4bcc88881390731d919abbaffe70517d592c4c201311e9ceb58dacc32ef9a4f0,arbitrum,0xcF1F62c17fcd5027d6810D76697F228FE44074FD,14586443
LDAI,1653946734,50,0x72C6D2a7a10921Ec3e101472C46d69005d5bc804,49.99999861,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x72C6D2a7a10921Ec3e101472C46d69005d5bc804,0x463f6106ad6bc04747a4df60ae30f60a54e8452feccf5335b2d08b328cc8367d,arbitrum,0x487CdC7D21ac8765EFf6c0e681AEA36AE1594471,13300278
fSLP,1654237671,0.05290660948,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0.05290660948,0xB7E50106A5bd3Cf21AF210A755F9C8740890A8c9,0x6AA436F978f35C6d0bfa1C99b67b6F2b2ad83F52,0x2d7a05be60682dcb97f3c47aef992ebc04cbc273ab4edc38d65bf2d216bfcb96,arbitrum,0x358cDb55B3bc792d51190Cf4D3B6C8ABa450f863,13586014
fSLP,1654291316,0.342653086,0x0E27E36129a1A4DeEd12Bed8CBBb2BfBe064c4F3,0.342653086,0x692a0B300366D1042679397e40f3d2cb4b8F7D30,0x0E27E36129a1A4DeEd12Bed8CBBb2BfBe064c4F3,0xd22f5a74ae651993a02606221169f83a9c7f086bc3a75b17dad0e3d8da619fb2,arbitrum,0xc6f4A360732a53Cec7b7f2eF82F9DB34dF3593A7,13645219
LDAI,1654300592,108.0562042,0x900C59208f2816Ec6d6143894618F8afa1A8ED9d,107.3020303,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x900C59208f2816Ec6d6143894618F8afa1A8ED9d,0x3e775e69408e5bc67a3fc38513c17851c48589af6789c64a81d9e892e4be680d,arbitrum,0x487CdC7D21ac8765EFf6c0e681AEA36AE1594471,13651362
LDAI,1654535624,10,0x900C59208f2816Ec6d6143894618F8afa1A8ED9d,9.902610627,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x900C59208f2816Ec6d6143894618F8afa1A8ED9d,0xcae902bf805227109d2a4269c3a83544775b8b0d9d40fe5537b0d46fd20b4e1b,arbitrum,0x487CdC7D21ac8765EFf6c0e681AEA36AE1594471,13894873
fSLP,1655198257,4.476396496,0x7b2483D0f917a4F7A04d1E13743C99ad9d249462,4.445202664,0xB7E50106A5bd3Cf21AF210A755F9C8740890A8c9,0x7b2483D0f917a4F7A04d1E13743C99ad9d249462,0xd1897926dc950ae14f9550aefb3e1bde8787a8caa15ea94b3f57dbc47e7bb710,arbitrum,0x358cDb55B3bc792d51190Cf4D3B6C8ABa450f863,14590334
fSLP,1654485870,6.330876568,0x831C58c7B3A81Ea97C88c8Fd013c984b4691cafd,6.330876568,0xB7E50106A5bd3Cf21AF210A755F9C8740890A8c9,0x831C58c7B3A81Ea97C88c8Fd013c984b4691cafd,0x3c17342eceba2ef02f051411ca04cae0c5a91034343e26294442a02cdda9e95f,arbitrum,0x358cDb55B3bc792d51190Cf4D3B6C8ABa450f863,13831221
fS*USDC,1654932878,16.61445,0xb79391FDa48cE6129911B29BBf4B797554F9366E,16.565254,0x892785f33CdeE22A30AEF750F285E18c18040c3e,0xb79391FDa48cE6129911B29BBf4B797554F9366E,0xe929d23407d0d2d0ac1afeeb955093d0f99cb9a5b82defd60062194137494dd9,arbitrum,0xfC2640ca71B1724B89dc2714E661B0089f8c0EED,14287167
fSLP,1655125691,2.552071126,0x52432473144056FE91Aeae9240aD21e6B8213440,2.551677633,0x692a0B300366D1042679397e40f3d2cb4b8F7D30,0x52432473144056FE91Aeae9240aD21e6B8213440,0x2c5979b900a8d5f15019267e731f2316e4c2a883d19f64bd20d911ae3189ea84,arbitrum,0xc6f4A360732a53Cec7b7f2eF82F9DB34dF3593A7,14505061
bathUSDC,1653434524,2.25e-10,0xCd247f9Ff4541457AE4Cd30077A734F3Ff360f55,1.08694383e-10,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0xCd247f9Ff4541457AE4Cd30077A734F3Ff360f55,0x4bb4b2369bfd579eb1161dfd68d52571070f12334d19ea45a6c87cbaa93d273a,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8939475
f2CRV,1654243897,143.1924957,0x988Ea438866a505E1dABadfE54444481fc908068,143.0535077,0x7f90122BF0700F9E7e1F688fe926940E8839F353,0x988Ea438866a505E1dABadfE54444481fc908068,0xf60a7e17eb2ca852817151f05b5aafff133dc0bf09132c2d8b59ba98e3487b2a,arbitrum,0x7FEBd439C00339C377031001048B556C085f100E,13592606
fSLP,1655007372,2.343462928,0xB4B04564f56f4795EA4e14d566aF78dA54a99980,2.343452881,0x692a0B300366D1042679397e40f3d2cb4b8F7D30,0xB4B04564f56f4795EA4e14d566aF78dA54a99980,0x85d90acab7351907a02a43be25820651d3a13b612aae059dbaabd124752532a5,arbitrum,0xc6f4A360732a53Cec7b7f2eF82F9DB34dF3593A7,14370561
bathUSDC,1653439720,5e-10,0x2ad4769c9AD02Cf068C66C2CD26C6989c1b634FF,2.41543075e-10,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x2ad4769c9AD02Cf068C66C2CD26C6989c1b634FF,0x143c49fb23d7322df5fa5ea9f8dad9e947c2903c34c4c50ce4edf22d2fcbc8e6,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8941747
bathUSDC,1653443151,1.01e-11,0x046f601CbcBfa162228897AC75C9B61dAF5cEe5F,4.87917e-12,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x046f601CbcBfa162228897AC75C9B61dAF5cEe5F,0xa6353b5e5c6ae4f078414d0264ca613cd9fb36b11c546015d028db23cf153ee1,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8943656
bathUSDC,1653435947,1.12e-10,0xCd247f9Ff4541457AE4Cd30077A734F3Ff360f55,5.4105648e-11,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0xCd247f9Ff4541457AE4Cd30077A734F3Ff360f55,0xc4266e34e2189e30d828c140e8beacafcc8a0719086acf87d680c88d102ad98b,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8940060
bathUSDC,1653442598,3.12e-10,0x8D91a9c66c38ac9b87a6B134431b46bfE4B9ec70,1.50722879e-10,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x8D91a9c66c38ac9b87a6B134431b46bfE4B9ec70,0xc500129819ca686885cdf3dc1f0f8faf0c5953bebfe4cd27af7e5a1d649f9cd8,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8943360
bathUSDC,1653465115,2e-12,0xA4be2Faa495653dd70141e2ab7d7957E51b43C91,9.66171e-13,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0xA4be2Faa495653dd70141e2ab7d7957E51b43C91,0xe9624bf1a301fcc4209f7cbb1031b71aee8bbf4dfca4d0ef27119ad0bc08c417,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8958963
bathUSDC,1653459815,4.5e-12,0x713548B62E3895D29bd6c3Fa70A2A270A51d32cA,2.173886e-12,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x713548B62E3895D29bd6c3Fa70A2A270A51d32cA,0x12512a85a4797738d3a1a21881443b198afc3d7ae4a6ce27ec8c650e992e1d96,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8954349
bathUSDC,1653454513,3.068184e-12,0x4b339b45F3E499C949c2e9c0865710415FB9B541,1.482196e-12,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x4b339b45F3E499C949c2e9c0865710415FB9B541,0x10e0c1306c8db707b15fa91ef306d85213ec8c256183552294b51d0c1ac94ac8,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8950971
bathUSDC,1653457478,5e-11,0x5Bc4245B4a9Ec682df832f813851bAdf29fa7d64,2.4154296e-11,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x5Bc4245B4a9Ec682df832f813851bAdf29fa7d64,0x3cbc243c9aea287fafe6a583ed17761f8685c592217fa7a69a76724ceefaf1d9,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8952495
fcrv3crypto,1652991054,0.0008386984859,0x17590D2dBB327292D749e4Eb06dba4AbAfd43B47,0.0008385179279,0x8e0B8c8BB9db49a46697F3a5Bb8A308e744821D2,0x17590D2dBB327292D749e4Eb06dba4AbAfd43B47,0x6c6235ab066df2382308182b4cbc3bb81b95bd9182028793d7afed37851f1713,arbitrum,0xcF1F62c17fcd5027d6810D76697F228FE44074FD,12508499
bathDAI,1653442563,111,0x8D91a9c66c38ac9b87a6B134431b46bfE4B9ec70,36.68738827,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x8D91a9c66c38ac9b87a6B134431b46bfE4B9ec70,0xd43d46f56de878d42c317b51db4a004f557be70dd5a3674e9ee83811cae8165f,optimism,0x60daEC2Fc9d2e0de0577A5C708BcaDBA1458A833,8943344
bathUSDC,1653465655,1e-12,0xaa5CEF8855E2a958a5753b99Be3b0457e9a45140,4.83085e-13,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0xaa5CEF8855E2a958a5753b99Be3b0457e9a45140,0xa66589e56ce3960d0dedc7f4b7e1e111cea58c43052f46c5e5db477d29063994,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8959468
bathUSDC,1653464012,2e-12,0xDDC1983bA701DF5BDb4c48f5c55A00F42E8559f1,9.66171e-13,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0xDDC1983bA701DF5BDb4c48f5c55A00F42E8559f1,0xc7cc0bdae8d04160bc77e7d89def98b9e46fafb61329bd79099c7ce14a154185,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8958018
bathUSDT,1653440053,1.00757252e-10,0x2ad4769c9AD02Cf068C66C2CD26C6989c1b634FF,9.362918e-12,0x94b008aA00579c1307B0EF2c499aD98a8ce58e58,0x2ad4769c9AD02Cf068C66C2CD26C6989c1b634FF,0xdd52f2a02ed3212c0017228ba980004ad2f1668213239ce07f35432ab63638f6,optimism,0xfFBD695bf246c514110f5DAe3Fa88B8c2f42c411,8941895
bathUSDC,1653463359,1e-11,0xaa5CEF8855E2a958a5753b99Be3b0457e9a45140,4.830859e-12,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0xaa5CEF8855E2a958a5753b99Be3b0457e9a45140,0x0779e35debe0ff35e02a83dd831cfb510f16dbbfd9040d42e2f7287311972ca3,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8957290
bathUSDC,1653467758,2.22651e-12,0x0888354392f3b0F6cCC00636aDd296f3BB731D91,1.075595e-12,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x0888354392f3b0F6cCC00636aDd296f3BB731D91,0x18c7fa41023bbd8063349c8736cff4d94ed00142083f323d8585453df30cf6ba,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8961790
bathUSDC,1653473143,1e-10,0x9238Bc56b50F1AE90Ad65AeFddC7a75908FC0043,4.8308593e-11,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x9238Bc56b50F1AE90Ad65AeFddC7a75908FC0043,0xc7c92328420974be68c3a08ad9db1c492f385084f91fa99b494696f64cdeb5e1,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8967210
bathDAI,1653440000,110,0x2ad4769c9AD02Cf068C66C2CD26C6989c1b634FF,36.35687126,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x2ad4769c9AD02Cf068C66C2CD26C6989c1b634FF,0xe05f437a2aa82e9af8226530116a6abee29b0cd035c99614a747ea41923c9a19,optimism,0x60daEC2Fc9d2e0de0577A5C708BcaDBA1458A833,8941874
bathUSDC,1653473479,1.84542584e-10,0x0dc1852547F2C43206d39E8f12729CDFf5676cBE,8.9149925e-11,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x0dc1852547F2C43206d39E8f12729CDFf5676cBE,0x29e0e25a750d684f8a1490b2e38a9cfbcd015d0737a9983a11e1e4e06f3dd74c,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8967473
bathETH,1653460276,0.0012,0x9A608d9F416518b5F11acf3dC5594C90D6998e2c,0.002826457124,0x4200000000000000000000000000000000000006,0x9A608d9F416518b5F11acf3dC5594C90D6998e2c,0x9ae901757796a766833b4fd0e637da32a89cfae951f6910d0d424339faf6e72e,optimism,0xB0bE5d911E3BD4Ee2A8706cF1fAc8d767A550497,8954791
bathETH,1653459800,0.002,0x713548B62E3895D29bd6c3Fa70A2A270A51d32cA,0.004710761873,0x4200000000000000000000000000000000000006,0x713548B62E3895D29bd6c3Fa70A2A270A51d32cA,0x89365e4c9e6b34330ec9fb5570e856f3b49c008c588dbf959da112f71f09622a,optimism,0xB0bE5d911E3BD4Ee2A8706cF1fAc8d767A550497,8954333
bathUSDC,1653465854,1.1e-12,0xb810cB63E08cAf742DD88F2E1203b0b43A22E569,5.31394e-13,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0xb810cB63E08cAf742DD88F2E1203b0b43A22E569,0xef2621d491ecf35b498cdafbe1d40a12c4c65926981b2437ed87eb7fe66ceba3,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8959977
bathETH,1653465353,0.0005,0x88b1C5da745171D7fcA547972d28fA7b06468700,0.001177690468,0x4200000000000000000000000000000000000006,0x88b1C5da745171D7fcA547972d28fA7b06468700,0x75ef869be0c2fd1454901ad2f4dd370645d4825adc32a128ce66e6685d3108ec,optimism,0xB0bE5d911E3BD4Ee2A8706cF1fAc8d767A550497,8959156
fS*USDC,1655061603,199.710245,0x4f49D938c3Ad2437c52eb314F9bD7Bdb7FA58Da9,199.07716,0x892785f33CdeE22A30AEF750F285E18c18040c3e,0x4f49D938c3Ad2437c52eb314F9bD7Bdb7FA58Da9,0x3b70b403cb81848a3130583a4df21f502d08c9f868ea9ab3b4ffe66d4c4d8d0d,arbitrum,0xfC2640ca71B1724B89dc2714E661B0089f8c0EED,14431599
bathUSDT,1653442532,5.0857086e-11,0x8D91a9c66c38ac9b87a6B134431b46bfE4B9ec70,4.72592e-12,0x94b008aA00579c1307B0EF2c499aD98a8ce58e58,0x8D91a9c66c38ac9b87a6B134431b46bfE4B9ec70,0x9399286d271698464fd759e7a274d7cc81e1e46755d9fc181fbbd4c8432cb318,optimism,0xfFBD695bf246c514110f5DAe3Fa88B8c2f42c411,8943325
bathUSDC,1653474357,1.81403575e-10,0x45bB3122BDcED1d9Ac443059808a8e302E952BBf,8.7633514e-11,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x45bB3122BDcED1d9Ac443059808a8e302E952BBf,0x804b3148b45a4d44b783a242c70a45aba4f12391a795c2660164a1d27f52aa4c,optimism,0xe0e112e8f33d3f437D1F895cbb1A456836125952,8968154
